"","TGrepID","Question","mean_rating","sd","EntireSentence","PreceedingContext","FollowingContext"
"163","136156:35","what *t*-1 happened",0.2475,0.375479403707708,"for a while i'll ask people if they know what *t*-1 happened","###speakerb38.###uh-huh.###speakera39.###but, um, i pro-,###i usually do if i'm home for a couple of days, like, you know, around christmas or whatever,###after a while i'll start *-1 watching it###speakerb40.###uh-huh.###speakera41.###and then on,","###speakerb42.###oh###speakera43.###and then i'll just forget it.###speakerb44.### what, what ones do you get into *t*-1?###speakera45.###uh, i don't even remember###the last time 0 i watched *t*-1 was back in college.###it was like general hospital or something"
"164","136162:16","what, what ones do you get into *t*-1?",0.67578947368421,0.411289514001373,"what, what ones do you get into *t*-1?","###speakerb40.###uh-huh.###speakera41.###and then on,###for a while i'll ask people if they know what *t*-1 happened###speakerb42.###oh###speakera43.###and then i'll just forget it.###speakerb44.","###speakera45.###uh, i don't even remember###the last time 0 i watched *t*-1 was back in college.###it was like general hospital or something###speakerb46.###oh, uh-huh.###speakera47.###and i maybe watched it for a week###speakerb48.###oh."
"165","13656:19","why they allowed, or let, you know, both the father and mother go *t*-1",0.221428571428571,0.321163559181349,"uh, i have wondered why they allowed, or let, you know, both the father and mother go *t*-1, uh,","###uh-huh.###speakerb8.###and i guess 0 that's a significant change that i've both participated in *t*-1 an-, and noticed *t*-1.###speakera9.###i agree, uh,###the equality of, uh, the roles *ich*-1 now between the sexes, i guess 0 *t*-3 has been dramatically demonstrated *-2 with this war, especially compared with, uh, the vietnam war###and you see women *ich*-1 going off to wars as well as men.###speakerb10.###uh-huh.###speakera11.","###and the children are left *-1 without either parent.###now to me that's kind of a drawback.###but, uh, i guess 0 it's a price 0 you pay *t*-1.###and i also wonder about the children that *t*-1 are being brought *-2 up in the, uh, uh, day care centers.###speakerb12.###* wonder about them in what way?###speakera13.###well, uh, from what i understand *t*-1 there's been studies that, uh, these children are, uh, more rebellious.###uh, they term it as more, uh, creative.###but, uh, that they, uh, are much more contentious."
"166","13670:104","what differences a child being brought *t*-3 up, you know, in a, uh, kind of a, uh, community, rather than a home",0.345,0.410069380168435,"so, i, i don't, i, i guess 0 we'll have *-1 to see another generation *-2 to see what differences a child being brought *t*-3 up, you know, in a, uh, kind of a, uh, community, rather than a home.","###and i also wonder about the children that *t*-1 are being brought *-2 up in the, uh, uh, day care centers.###speakerb12.###* wonder about them in what way?###speakera13.###well, uh, from what i understand *t*-1 there's been studies that, uh, these children are, uh, more rebellious.###uh, they term it as more, uh, creative.###but, uh, that they, uh, are much more contentious.###speakerb14.###uh-huh.###speakera15.","###speakerb16.###uh-huh.###speakera17.###speakerb18.###i have not, *-1 to be honest, had much experience, with children in that situation.###speakera19.###yeah.###speakerb20.### i, i guess 0 one knows one's own storly###and i know, uh, 0 in my children's case it was one where, uh, pretty much up until the older of two was in, uh, * let's see, i guess basically starting junior high and the younger was in fifth grade when my wife reentered the work force *t*-2."
"167","136886:5","what vacations *ich*-2 have you been on *t*-3 that you like *t*-1?",0.507647058823529,0.396130177652573,"what vacations *ich*-2 have you been on *t*-3 that you like *t*-1?","###and, uh,###speakerb110.###it's the best show on,###i don't know.###speakera111.###you feel like you're a little bit out of it, don't you.###speakerb112.###speakera113.###they need *-1 to have a highlight in the newspaper or something tell us what *t*-2's,###speakera1.","###speakerb2.###um, well i really enjoyed, um,###i went to mackinaw island a few years back.###speakera3.###right.###speakerb4.###it's in the middle of michigan### and so that was nice.###speakera5.###uh-huh."
"168","137688:4","who is the competition going *-1 to be *t*-2?",0.292777777777778,0.405865894333346,"who is the competition going *-1 to be *t*-2?","###uh, you know, they have a young team.###it's, you know, a lot different than the teams 0 they used *-1 to have *t*-2 where it's the same old, you know, players *ich*-3 every year and, you know, same coach, same everything *t*-4,###so, now it's, you know, like a taste of something different.###they're all not, you know, mister nice guys like they used *-1 to be *?*.###speakerb36.###speakera37.###now it's like, you know, tough and dirty team###so everybody is really excited.###and,###speakerb38.","###speakera39.###well, it's supposed *-1 to be the redskins,###but you know, we beat them already.###we beat them this year in, in washington### so, you know, so everybody has the feeling like we can go all the way to the super bowl,###but, you know, it's just that we have *-1 to play every game away, you know,###it's going *-1 to be tough,### but, but every-,###the competition is, are teams that they've already beat *t*-1 this year,###so, i mean, atlanta, they're in it, too,"
"169","138058:12","uh, so what do you think *t*-1 about the school system?",0.392777777777778,0.40137712287977,"uh, so what do you think *t*-1 about the school system?","###speakera101.###adjustable?###speakerb102.###adjustable, uh power###speakera103.###yeah.###speakerb104.###and * just kind of brings that support up in the sma-,###speakera1.###okay,","###speakerb2.###well, i think 0 they're, they're having a lot of trouble right now.###i know 0 my son goes to a private school,###but, uh, i think 0 they're, big city public schools by definition are having a, a tough time right now just from, uh, probably from budget cuts and, and everything else going on.###speakera3.###uh, why did you choose a private school *t*-1?###speakerb4.###well, i had one that *t*-1 was needed *-2 to be able *-3 to be moved *-4 along at a, at a pace a little faster than he was going *-5 to be able *-6 to be moved *-7 in public school,###so he's, he has been going to private since kindergarten.###speakera5."
"170","138064:9","uh, why did you choose a private school *t*-1?",0.388421052631579,0.3724433313777,"uh, why did you choose a private school *t*-1?","###speakerb104.###and * just kind of brings that support up in the sma-,###speakera1.###okay,###uh, so what do you think *t*-1 about the school system?###speakerb2.###well, i think 0 they're, they're having a lot of trouble right now.###i know 0 my son goes to a private school,###but, uh, i think 0 they're, big city public schools by definition are having a, a tough time right now just from, uh, probably from budget cuts and, and everything else going on.###speakera3.","###speakerb4.###well, i had one that *t*-1 was needed *-2 to be able *-3 to be moved *-4 along at a, at a pace a little faster than he was going *-5 to be able *-6 to be moved *-7 in public school,###so he's, he has been going to private since kindergarten.###speakera5.###public school.###speakerb6.###speakera7.###oh, has he *?*?###speakerb8.###so,"
"171","13819:16","what, what do you envision *t*-1 for the next twenty years as far as women in american society?",0.483888888888889,0.472778257797196,"what, what do you envision *t*-1 for the next twenty years as far as women in american society?","###speakerb78.###uh-huh.###speakera79.###and you have *-1 to pay that whether you're on vacation, you know, and taking care of the children or if the children are at home, at home, *-2 sick.###speakerb80.###uh-huh.###speakera81.###i mean, that is, you know, just a, a rate that you have *-1 to pay *t*-2###and, uh,###speakerb82.","###speakera83.###uh, i think, 0 i really don't have a vision.###speakerb84.###that's okay, too.###speakera85.###yeah,### i, i, i think that they will be more in the work place because, uh, the door's open.###speakerb86.###uh-huh.###speakera87."
"172","138662:4","what would we like *-2 to say *t*-1.",0.222,0.40466490360609,"what would we like *-2 to say *t*-1.","###okay.###speakerb3.###universal health insurance,###right?###speakera4.###that's right.###speakerb5.###uh, well, i think 0 universal health insurance, like national health, like what canada has *t*-1,###is that what you're, you're thinking 0 the subject is about *t*-2?###speakera6.","###i think,###speakerb7.###speakera8.###uh-huh.###speakerb9.###speakera10.###i think 0 that's what the subject is about *t*-1.###speakerb11.###did you read, uh, the article in the paper today about this particular subject?###speakera12."
"173","138694:42","who *t*-1's really supposed *-2 to pay for it",0.358709677419355,0.445321920528538,"and yet, i don't think 0 we've ever quite decided who *t*-1's really supposed *-2 to pay for it.","###speakera16.###well, it *exp*-1's been interesting that we,###speakerb17.###extremely expensive, though.###speakera18.###yes.###so we live in a society *ich*-2, though, where everyone if you ask them on polls, will, uh, say that they think that everyone has a right to health care *t*-1.###speakerb19.###uh-huh.###speakera20.","###speakerb21.###well, that's the thing, you know,###uh, unfortunately the ones that *t*-1 currently pay and pay the premiums for health insurance are, are paying for the people that *t*-2 don't have health insurance.###speakera22.###which *t*-1 is why people are talking about *t*-2,###we ought *-1 to just admit it perhaps and then try and somehow subsidize it in a way that *t*-2's more fair.###speakerb23.###yeah.###speakera24.###speakerb25."
"174","138823:9","uh, what do you think *t*-1 about it?",0.283529411764706,0.369085714578446,"uh, what do you think *t*-1 about it?","###so, uh, one out of every three children has nothing 0 *t*-1 to reimburse them for their health care.###and i work in the children's parkland system###and it's pretty overwhelming to me.###speakerb69.###uh-huh.###speakera70.###but, uh, it *exp*-1's pretty hard * to be indigent and to be dependent upon indigent health care systems in dallas county.###speakerb1.###okay,###all set, then.","###speakera2.###uh, i think 0 it's a real good concept.###uh, drug testing procedures would have *-1 to be refined *-2.###speakerb3.###uh-huh.###speakera4.###from what i've seen *t*-1 on the news, there's a, a pretty good size problem with poor accuracy, poor procedure in, uh, drug testing.###speakerb5.###oh, i didn't realize that.###speakera6."
"175","14025:4","how do you usually keep up with current events *t*-1?",0.20952380952381,0.352880662412609,"how do you usually keep up with current events *t*-1?","###you, too.###speakera50.###speakerb51.###you, too.###speakera52.###* thank you, ma'am.###bye-bye.###speakerb53.###bye-bye.###speakera1.","###speakerb2.###normally i listen to c n n or headline news about an, hour a day,###and then i supplement that with, uh, radio news from my car radio and from a news magazine once a week, and a newspaper if i have time.###speakera3.###do you,###speakerb4.###speakera5.###yeah,###i don't usually have time 0 * to read the newspaper everyday *t*-1,###so i try *-1 to listen to the radio in the morning and, and try *-1 to catch one of the morning talk shows,"
"176","140327:14","what what do you like *-1 to do *t*-2 for yourself in car automobile repairs?",0.337222222222222,0.399320092091185,"what what do you like *-1 to do *t*-2 for yourself in car automobile repairs?","###speakera81.###speakerb82.###speakera83.###* come to my menagerie.###speakerb84.###they knew the sucker when they saw one *t*-1.###so now we have two parakeets.###speakera1.###okay,###now then you heard the question,","###speakerb2.###uh-huh.###speakera3.###speakerb4.###well, i'll tell you,###i used *-1 to do a lot more repairs *ich*-4 when cars were easy 0 * to work on *t*-2 *t*-3, than i do now.###speakera5.###okay.###speakerb6.### i do, uh, i do the easy stuff now."
"177","141164:7","so what do you feel 0 *t*-1 are the current trends in the way 0 families spend time in general, you know, in america *t*-2?",0.583888888888889,0.449105501674147,"so what do you feel 0 *t*-1 are the current trends in the way 0 families spend time in general, you know, in america *t*-2?","###speakera47.###yeah.###speakerb48.###and then, of course, they have a pretty, um, busy social calendar too.###speakera49.###uh-huh.###speakerb50.###you fit it in with all that, that.###speakera51.###yeah.","###speakerb52.### i, i think 0 a lot of people, a lot of people s-, set their kids in front of the t v and h b o and rent movies and, and, kind of leave them to their own means.###um,###speakera53.###uh-huh.###speakerb54.###speakera55.###yeah.###speakerb56.###i think, you know, 0 it *exp*-1's very, very easy * to fall into that trap,"
"178","141435:14","well, uh, how do you all communicate *t*-2? like *-1 to plan it and every thing.",0.230625,0.357220170203196,"well, uh, how do you all communicate *t*-2? like *-1 to plan it and every thing.","###then the majority of them are still in the missouri area.###speakerb69.###yeah.###speakera70.###okay.###you know our family right now, uh, the most of it, there is only a few stragglers, uh, with any distance.###there is one cousin out in colorado, uh, uh, some cousins over in phoenix, uh,###i got a sister over in, in, uh, washington state.###uh, the rest of them are within, you know, a couple hours drive.###speakerb71.","###do you all just call each other up on the phone and say this is the weekend 0 we are going *-1 to do it *t*-2,###or do you all like mail out stuff?###speakera72.###that is pretty much it.###yeah.###it is going *-1 to be such and such, uh, weekend###and, uh, you all come.###speakerb73.###yeah.###speakera74."
"179","141568:12","oh, well what do you do *t*-1 with your seventh grader?",0.446666666666667,0.392563220835754,"oh, well what do you do *t*-1 with your seventh grader?","###he is a wildlife biologist,###uh, and our girl is thirteen.###she is in the seventh grade.###so, we have got, still, all sorts of good activities since,###speakerb27.###oh yeah.###you kind of got, uh, a span there,###huh?###speakera28.###speakerb29.","###speakera30.###well, she is into a little bit of everything.###she is, uh, loves *-1 riding horses###so she goes out *-1 riding as much as she can *?*.###speakerb31.###do you have horses?###speakera32.###no.###speakerb33.### she, just, she knows people that *t*-1 does,"
"180","14160:25","what *t*-1 was going on",0.285666666666667,0.333401314906839,"did that help you understand a lot what *t*-1 was going on","###indeed, i found myself restricting my viewing to a couple of hours a day, one in the morning and one in the evening.###speakera43.###uh-huh.###speakerb44.###uh, i-, i spent a number of years in the service as an intelligence analyst,###speakera45.###really?###speakerb46.###and i don't need their fill-ins, you know.###speakera47.","### your, your prior experience with the military did,###speakerb48.###yes,###but i, i think 0 it helps me everyday in *-1 trying *-2 to review wh-, the state that the world is in *t*-3 and try *-2 to guess where we're going *t*-4.###speakera49.###i wondered if it would help 0 you sometimes fill in the gaps or recognize discrepancies that other people, people like myself might not pick up on *t*-1.###speakerb50.###well, i, i think, uh, 0 my background is probably what *t*-1 absolutely turned me off with sixty minutes.###speakera51.###okay."
"181","141868:45","what, what's, i mean, what are we supposed *-2 to, uh, compare it to *t*-3 you know, i mean, the quality, uh,",0.244285714285714,0.385600715880964,"what, what's, i mean, what are we supposed *-2 to, uh, compare it to *t*-3 you know, i mean, the quality, uh,","###are you satisfied with the quality of coverage?###speakerb33.###uh, i don't know.###is there anything missing?###i, you know,.###speakera34.###yeah,###it's kind of hard 0 * to know *t*-1.###speakerb35.###and i don't know, you know,","###speakera36.###uh-huh.###speakerb37.###whatever they tell you *t*-1, you know,### i, uh, i guess 0 i, i, you know, i'm satisfied.###i mean, i, uh, you know,### they, they're supposedly covering everything that *t*-1 happens,###so###speakera38.###yeah,"
"182","142032:165","what, uh, news there, uh, you know, where their, where they find their sources of information from *t*-2",0.344615384615385,0.395284512919297,"there really isn't much 0 * to say *t*-1 after you know, you, uh, you know, you, you tell the person what, uh, news there, uh, you know, where their, where they find their sources of information from *t*-2","###and then we just talked about, you know, whatever, i mean.###speakera96.###uh-huh.###speakerb97.###speakera98.###interesting.###yeah.###speakerb99.###you know, i mean, some topics,###really now, you know, now, this topic, this is, i mean,","###speakera100.###uh-huh.###speakerb101.###speakera102.###yeah.###speakerb103.###and then, you know, if it's, uh, if they're satisfied,###and that's about it, really.###speakera104.###uh-huh."
"183","142695:4","what do you call those things *t*-1?",0.212222222222222,0.404730201427707,"what do you call those things *t*-1?","###and we did basically seventy-five percent of the house###and then i was afraid *-1 to do the eaves way up high and stuff.###speakera63.###uh-huh.###speakerb64.###so, i hired this man 0 *t*-1 to come in and do it. a young kid.###speakera65.###uh-huh.###speakerb66.###and he came with, with his own raf-,","###speakera67.###the blowers?###speakerb68.###no,###those where you built like a rafter thing *t*-1.###speakera69.###oh, oh, oh, oh, i know what you are talking about *t*-1.###uh###scaffold.###speakerb70."
"184","142849:4","what are your thinkings on what they can do *t*-1, what they'll be able *-2 to do *t*-3 *t*-4?",0.404,0.373722586190039,"what are your thinkings on what they can do *t*-1, what they'll be able *-2 to do *t*-3 *t*-4?","###okay.###i think 0 it's a little bit late in the season for them to assign us###where do you think 0 they're headed *t*-1,###so we'll have *-1 to talk about the future with the rangers.###speakerb8.###uh-huh.###speakera9.###speakerb10.###right.###speakera11.","###speakerb12.###well, i think that, uh, you know, with, uh, so much controversy over ruben sierra not signing and asking us for so much money, it's, um, you know,###i think###i'm not real sure about th-,###do you know anything about ruben sierra's, uh,###speakera13.###well, i heard tonight on the news that he is willing *-1 to come down. on his,###speakerb14.###yeah###that, he was willing *-1 to come down a little bit and, uh, if the rangers will go up a little bit."
"185","142944:31","what he was doing *t*-2",0.243703703703704,0.384949029074961,"i mean, he seemed *-1 to know what he was doing *t*-2","###speakerb46.###well, you know, i was just looking at the news tonight,###and they showed a, a, a black guy that *t*-1 was go-, was helping out, uh, his assistant.###speakera47.###his assistant.###speakerb48.###speakera49.###uh-huh.###speakerb50.###and i think 0 that's a, a great addition.","### and, and, uh,###speakera51.###i really wish 0 they could see * fit * to get rid *-1 of howse.###speakerb52.###oh, you don't like howse, huh?###speakera53.###no,###no,###i really don't.###speakerb54."
"186","143016:4","where have you gone *t*-1 there?",0.3035,0.403970751937628,"where have you gone *t*-1 there?","### so. so, i, i guess 0 those are the types 0 i like *t*-1.###speakera3.###uh-huh.###speakerb4.###speakera5.###uh-huh.###speakerb6.###we've really enjoyed them.###speakera7.###yeah.","###speakerb8.###we've gone to, um, germany, switzerland, austria, ireland and england.###speakera9.###uh-huh.###speakerb10.###we've been to germany twice.###speakera11.###uh-huh.###speakerb12.###but, um, i guess 0 my favorite is probably switzerland and ireland."
"187","143033:4","where have you been *t*-1?",0.566875,0.432538533928867,"where have you been *t*-1?","###speakera11.###uh-huh.###speakerb12.###but, um, i guess 0 my favorite is probably switzerland and ireland.###speakera13.###uh-huh.###yeah###well, i've been over there too.###speakerb14.###uh-huh.","###speakera15.###i even.###* let's see, um,###mostly germany and france.###speakerb16.###uh-huh.###speakera17.###i lived in france for a year and a half###so i was able,###speakerb18."
"188","143248:4","how did you like africa *t*-1?",0.358333333333333,0.442256912292604,"how did you like africa *t*-1?","###yeah.###speakerb102.###speakera103.###yeah,###i know.###speakerb104.###yeah.###speakera105.###yeah.###speakerb106.","###speakera107.###well, i liked it.###i was working in cameroon, africa###speakerb108.###uh-huh.###speakera109.###and it's not a, it's not a place for tourists,###i mean, they're not used to *-1 having tourists there,###so it's,###speakerb110."
"189","143577:4","how did that compare with this area *t*-1 as far as house-, housing prices?",0.419444444444444,0.456114952257874,"how did that compare with this area *t*-1 as far as house-, housing prices?","###speakerb100.###uh, it's got an office down here in, uh, in, near duncanville###and we just moved down *-1 to be on staff down here###so.###speakera101.### how, how was the, uh *t*-1,### s-, you say 0 you lived in the denver area before?###speakerb102.###right.###speakera103.","###speakerb104.###uh, we were, uh, really surprised *-1 to find that they're higher here. uh,###speakera105.###no kidding.###speakerb106.###when we moved from louisiana to denver *t*-1, it *exp*-2 was astounding, you know, * to find that prices were, oh, i guess almost two or three times as high as we'd expected *?*.###and then, uh, *-1 to come down here, we thought 0 things would be lower,###and they're not *?*.###i guess, uh 0, really, prices for housing are just,###speakera1."
"190","143709:26","how they were, the schools are doing more things for the kids, they thought 0 *t*-2, than they were *?* thirty years ago *t*-1",0.395,0.393601846785687,"i mean, like you said, how they were, the schools are doing more things for the kids, they thought 0 *t*-2, than they were *?* thirty years ago *t*-1.","###speakera45.###well, utah's a place where you wouldn't think 0 that problem would be very severe *t*-1.###speakerb46.###but a lot of schools had a lot of transient, uh, families and a lot of families who *t*-1 were on the poorer side###and,###speakera47.###yeah,### you, so, you saw a fair number of troubled kids.###speakerb48.###yeah,","###i mean, they were, the school 0 i was teaching at *t*-1, the, the year 0 i left *t*-2, they were considering *-3 providing hot lunch for or hot breakfast for the kids.###speakera49.###yeah.###speakerb50.###speakera51.###yeah.###speakerb52.###as well as hot lunch###and,###speakerb1."
"191","143729:4","how do you use them *t*-1?",0.3775,0.381035638614995,"how do you use them *t*-1?","###speakerb1.###well, i suppose 0 we both have credit cards.###speakera2.###uh-huh,###yeah,###they seem *-1 to be a part of life.###speakerb3.###yeah.###speakera4.###yeah,","###speakerb5.###well, i do use them.###speakera6.###uh-huh.###speakerb7.###uh, i have a few favorites that i use *t*-1 more than others###and, uh, i try *-1 to keep my balances fairly reasonable.### i, i could probably pay them off any month if i wanted *-1 to *?*.###speakera8.###uh-huh."
"192","144081:90","i, you know, if somebody has been convicted *-1 and has been sentenced *-1 *-1 to be put *-2 to death, how is it that they can appeal and appeal and appeal and get stays of ex-, execution *t*-3",0.222941176470588,0.339498982065528,"because i, you know, if somebody has been convicted *-1 and has been sentenced *-1 *-1 to be put *-2 to death, how is it that they can appeal and appeal and appeal and get stays of ex-, execution *t*-3?","###it's,###speakerb39.###as far as capital punishment, i think that, uh, ten years on death row is cruel and unusual punishment.###i think 0 the guy should have ninety days###and if he can't produce evidence not argument, but evidence,###speakera40.###uh-huh.###speakerb41.###speakera42.###see, the only thing 0 i don't, you know, i don't understand *t*-1, i guess 0 i, i don't understand our judicial system, uh, as it is right now","###i mean, how, you know,###is there,###speakerb43.###well,###speakera44.###speakerb45.### th-, that goes back to when, uh, america was a, a colony of england *t*-1.###speakera46.###uh-huh.###speakerb47."
"193","144239:48","what they can do *t*-1",0.44448275862069,0.442699399842251,"and, uh, i think 0 that will be real interesting * to see what they can do *t*-1.","###speakera27.###and they traded either richmond or hardaway to sacramento for billy owens###and, uh,###speakerb28.###good move.###speakera29.###yeah,###oh, yeah,###he's really worked out well.### they've got th-, the warriors have got a team, uh,","###they're ahead,###and the lakers are down, i guess 0 *t*-1 in fourth, uh, position in the west###and i don't know,###speakerb30.###yeah.###speakera31.###in the east, i don't know, uh,###is it boston in, uh, first place?###speakerb32.###uh, i think 0 boston's in first."
"194","144508:26","what *t*-1's going *-2 to happen",0.505333333333333,0.42258427711448,"and, uh, because you never know what *t*-1's going *-2 to happen.","###uh-huh.###speakerb64.###and, uh, course, i'm not all ready *-2 to just run out there and start *-3 dating everybody 0 i can *?* *t*-1 or anything.###speakera65.###yeah.###speakerb66.###but, it *exp*-1's sort of scary * to find yourself single again, you know.###speakera67.###uh-huh.###speakerb68.","###you don't know who you're going *-1 to come across *t*-2, you know.###speakera69.###yeah.###speakerb70.###course, it's, it's not that i'm wanting * to, i'm not going *-1 to want *-2 to go and have sex with everybody 0 i see *t*-3.###speakera71.###uh-huh.###speakerb72.###but it's something 0 you got *-1 to think about *t*-2 these days.###speakera73."
"195","144509:16","who you're going *-1 to come across *t*-2",0.428965517241379,0.430110823157293,"you don't know who you're going *-1 to come across *t*-2, you know.","###speakerb64.###and, uh, course, i'm not all ready *-2 to just run out there and start *-3 dating everybody 0 i can *?* *t*-1 or anything.###speakera65.###yeah.###speakerb66.###but, it *exp*-1's sort of scary * to find yourself single again, you know.###speakera67.###uh-huh.###speakerb68.###and, uh, because you never know what *t*-1's going *-2 to happen.","###speakera69.###yeah.###speakerb70.###course, it's, it's not that i'm wanting * to, i'm not going *-1 to want *-2 to go and have sex with everybody 0 i see *t*-3.###speakera71.###uh-huh.###speakerb72.###but it's something 0 you got *-1 to think about *t*-2 these days.###speakera73.###yeah."
"196","14478:20","so other than the vikings, who do you like *t*-1?",0.271666666666667,0.405364759488654,"so other than the vikings, who do you like *t*-1?","###yeah,###i've done that once or twice.###i didn't look at the clock when we started *-1 talking *t*-2,###so i guess 0 we should talk about football a little bit longer just *-1 to be sure 0 we got five minutes in.###speakerb66.###* make * sure 0 we get our cash flow.###speakera67.###yeah.###speakerb68.###speakera69.","###speakerb70.###um, actually, when i was younger *t*-1, i was a cardinal fan, too.###speakera71.###uh, oh.###speakerb72.###* remember jim hart?###jim hart was playing.###terry metcalf was on the cardinals.###this was a long time ago.###speakera73."
"197","14491:22","who else i've ever",0.259333333333333,0.319891504595923,"um, i don't know who else i've ever.","###speakera71.###uh, oh.###speakerb72.###* remember jim hart?###jim hart was playing.###terry metcalf was on the cardinals.###this was a long time ago.###speakera73.###yeah.###speakerb74.","###that's about it,###i was always a viking fan.###i think 0 i was into the cardinals for a little bit###and,###speakera75.###uh-huh.###back when they were in saint louis *t*-1?###speakerb76.###yes,###oh, of course."
"198","145442:17","what *ich*-3 did i get *t*-1, that *t*-2 costs so much",0.4456,0.463268100923572,"and i'm thinking what *ich*-3 did i get *t*-1, that *t*-2 costs so much.","###see, and that's,###even with my gas card you know, i find that i'll go in *-1 to get some gas###speakerb36.###uh-huh.###speakera37.###and i'll end up *-1 buying, you know, candy and drinks and you know, sweets and whatever,###speakerb38.###right.###speakera39.###and then at the end of the month i, you know, i get a bill","###speakerb40.###surprising.###speakera41.###speakerb42.###speakera43.###speakerb44.###yeah.###speakera45.###and,###speakerb46."
"199","145807:14","well, uh, what benefits do,",0.419444444444444,0.413599297732682,"well, uh, what benefits do,","###speakera19.###are you involved in any of that?###speakerb20.###no.###speakera21.###no.###speakerb22.###no,###i'm not, not personally *?*.###speakera23.","###now, do you work?###speakerb24.###i'm going to school right now.###speakera25.###oh, you are *?*?###speakerb26.###i can tell you about my last job or whatever you want *-1 to talk about *t*-2 that or my husband's or what i think *t*-3.###speakera27.###okay.###speakerb28."
"200","146252:9","so, what are your favorite shows *t*-1?",0.620555555555556,0.392959692922109,"so, what are your favorite shows *t*-1?","###speakerb70.###speakera71.###yeah,###someone told me that, that it, that they had done it both ways,###and i've always, after *-1 hearing that, i always sewed it on,### even, even with the, uh, a loose zigzag even helps.###and, um,###speakera1.###okay.###speakerb2.","###speakera3.###um, i like *-1 watching colombo and, um, matlock and quantum leap,###speakerb4.###oh, really?###speakera5.###yeah.###speakerb6.###quantum leap?###speakera7.###uh-huh."
"201","14652:39","what do, what do, what do you think 0 we can do *t*-1 * to solve the crime in america?",0.251428571428571,0.353331087144702,"what do, what do, what do you think 0 we can do *t*-1 * to solve the crime in america?","###i'm ready.###speakera25.###okay,###* let's get started.###speakerb26.###all right,###okay.###speakera27.###okay,###so, uh, what do you think, that, uh,","###speakerb28.###oh, if i knew that i'd be a very wealthy person.###speakera29.###yeah,###but what, what, what are the steps *t*-1?###speakerb30.###well, you have *-1 to see,### i, the way 0 i look at it *t*-1, you have *-2 to think first of all why,###or ha-, has crime increased,###and if so, why has crime increased *t*-1?"
"202","14662:15","and if so, why has crime increased *t*-1?",0.5385,0.369840292701138,"and if so, why has crime increased *t*-1?","### what do, what do, what do you think 0 we can do *t*-1 * to solve the crime in america?###speakerb28.###oh, if i knew that i'd be a very wealthy person.###speakera29.###yeah,###but what, what, what are the steps *t*-1?###speakerb30.###well, you have *-1 to see,### i, the way 0 i look at it *t*-1, you have *-2 to think first of all why,###or ha-, has crime increased,","###speakera31.###well, see the problem is, is that, um, what *t*-1 happens is as, that you're, uh, you know, as you go from the country to a city, crime always increases, right?###speakerb32.###uh-huh.###speakera33.###because in the country, people still respect, uh, the property of other people.###speakerb34.###right.###speakera35.###and so, as, as,"
"203","14679:13","why can't we have the same things that these other people have *t*-1 *t*-2",0.249642857142857,0.354813275283578,"they say, why can't we have the same things that these other people have *t*-1 *t*-2,","###speakerb34.###right.###speakera35.###and so, as, as,###and the people in the country don't want as much as the people in the city.###speakerb36.###uh-huh.###speakera37.###now what *t*-1 happens is 0 all those that *t*-2 don't have any money in the country move to the cities,###and they rush *-1 to get the same thing.","###and the thing that we can do *t*-1 is, 0 we need money for drugs,###and what we have *-1 to do *t*-2 is, 0 we have *-3 to go, uh, *-4 get some stuff, steal it, and then, you know, just resell it.###speakerb38.###it's easy,###you said the magic word there.###speakera39.###which one?###speakerb40.###drugs.###speakera41."
"204","147026:20","even when it turns chilly *t*-1",0.252666666666667,0.386468835638193,"we often laugh about even when it turns chilly *t*-1.","###speakerb50.###but of course, here we wear a light weight jacket a lot you know, you know,###speakera51.###oh, that's nice.###speakerb52.###and, uh, that's very seldom### we, it depends upon our winter.###we have a few days 0 you might wear a coat, winter coat, *t*-1 you know,###but most of the time you can wear a sweater###and we just don't wear coats much.","###we're wearing something lightweight or no jacket because we're so used to *-1 running around like that.###speakera53.###uh-huh.###oh. nice.###well,###speakerb54.###it's really different.###* let's put it that way.###are you not teaching anymore?###speakera55."
"205","147760:69","what can i steal *t*-1 while in an office",0.434230769230769,0.400631232700828,"say the more honest ones who *t*-2 are still looking out for themselves, it may be more matter of not what can i steal *t*-1 while in an office but how many friends can i make *t*-3 while, i'm in office.","###right.###and that would be a next question 0 * to ask *t*-1.###how many do you think 0 *t*-1 are in there for pub-, for bu-,###because they want *-1 to be a service to us###or are they in there for their own gains,###and personally i feel 0 it's probably, there's probably some of each.###speakerb12.###right.###yeah.###but i think 0 maybe a lot of them, um,","###speakera13.###uh-huh.###speakerb14.###speakera15.###yeah.###speakerb16.###and, you know, how good a name can i make *t*-1 for myself and so forth.###so i guess 0 it would be like anything else.###speakera17.###yeah."
"206","147794:14","what you were getting *t*-1 when you voted *t*-2",0.5125,0.421738121917216,"if you knew what you were getting *t*-1 when you voted *t*-2, uh,","### i think 0 that's just, i think 0 that's very normal, that we should not ex-, i think,###speakerb22.### i think i-, i think 0 a little more honesty in the campaigns would be, more to the point.###speakera23.###i think 0 we put too much on politicians.###we expect them to only be there *-1 to serve us, you know.###speakerb24.###speakera25.###yeah.###speakerb26.","###speakera27.###that's a problem, isn't it *?*?###speakerb28.###yeah.###speakera29.###it's interesting###because i'm taking a texas government class right now,###and one of the things mumblex###it *exp*-1's so easy * to blame them to mumblex###a lot of times i think 0 it's our own fault."
