<<<<<<< HEAD
"","TGrepID","Question","mean_rating","sd","EntireSentence","PreceedingContext","FollowingContext","domain_size_question","domain_type_question","domain_granularity_question","domain_size_context","domain_type_context","domain_granularity_context"
"307","128464:4","what have you seen *t*-1 lately?",0.467222222222222,0.454633731772467,"what have you seen *t*-1 lately?","###uh, i didn't do any of those, though, i feel less strongly about the t v --s and refrigerators.###speakerb48.###no,### i, i,###speakera49.###speakerb50.###yeah,###we didn't have,###speakerb1.###well, * let me see,","###speakera2.###well, uh, city slickers, and star trek five.###speakerb3.###five?###speakera4.###yeah,###yeah.###speakerb5.###y-,### only, only five?"
"308","128711:17","how he gets around *t*-1",0.119285714285714,0.245401086227615,"i've always wondered how he gets around *t*-1.","###speakerb97.###oh, yes,###in fact, thing has a big, much bigger role than he does in the series.###i mean, you know, there is lots of areas where thing saves the day *t*-1.###speakera98.###really?###speakerb99.###and he runs around a lot.###speakera100.###how did,","###speakerb101.###uh, you know, just finger hopping.###speakera102.###but he's in a box, right?###speakerb103.###no,###no,###no,###in fact, it's funny.###he never did, does come in out of a box, i don't think."
"309","12873:40","who you're ta-",0.0833333333333333,0.28232985128664,"uh, uh, uh, i think 0 i know who you're ta-,","### i can't, i don't know what that's about *t*-1.###speakera122.###uh, that was the one with mickey rooney and, uh, oh,###what's that real, oh, not real old, my wife she is old too, dancer *t*-1, uh,###speakerb123.###speakera124.###i can't think of her name.###i got it right on the tip of my tongue and can't say it,###helen something.###speakerb125.","###oh, i know who you're talking about *t*-1,###speakera126.###real long legs, and dark hair.###speakerb127.###she's got black hair,###speakera128.###speakerb129.###yeah,###okay,###i know who you're talking about *t*-1."
"310","128741:4","what do you feel 0 *t*-1 are some of the main problems?",0.302777777777778,0.316781712847777,"what do you feel 0 *t*-1 are some of the main problems?","###speakerb107.###speakera108.###oh, that's, yeah, that's, okay.###speakerb109.###yeah.###speakera110.###yeah,###that's what i was thinking *t*-1.###speakerb1.###okay,","###speakera2.###well, i'm in a, i'm in an urban area.###i'm in dallas.###speakerb3.###uh-huh.###speakera4.###and we're finding that crime is going up very quickly and has become a major problem, uh, even a more major problem.###uh, in dallas, some of the major problems, uh,###drugs seems *-1 to be re-, related to quite a bit of the crime 0 we have *t*-2 now.###there is a lot of theft *rnr*-1, a lot of assault *rnr*-1 dealing with, uh, people trying * to get money for drugs."
"311","12883:11","who you're talking about *t*-1",0.0542307692307692,0.117274825156061,"i know who you're talking about *t*-1.","###uh, uh, uh, i think 0 i know who you're ta-,###oh, i know who you're talking about *t*-1,###speakera126.###real long legs, and dark hair.###speakerb127.###she's got black hair,###speakera128.###speakerb129.###yeah,###okay,","###i can't think ever her name either.###speakera130.###i can't think of it.###speakerb131.###yeah,### that wa-, that was, that was,###i remember that being, uh, here a few years ago.###speakera132.###yeah,###speakerb133."
"312","129042:32","but, uh, see, see what else can i say *t*-1 about the weather.",0.3285,0.406826938506703,"but, uh, see, see what else can i say *t*-1 about the weather.","###but no big mountains or anything.###speakera47.###uh-huh.###so you just moved away a year ago?###speakerb48.###uh, in august.###speakera49.###wow, really recent.###speakerb50.###yeah.","###uh,, well, today was warmer.###it was like forty-five.###speakera51.###oh, warm.###speakerb52.###so, what's the temperature *t*-1 up today over there?###speakera53.###oh, man,### it's got *-1 to be like, it's probably fifty, fifty-five, maybe.###speakerb54."
"313","129048:8","so, what's the temperature *t*-1 up today over there?",0.0183333333333333,0.0578283463974098,"so, what's the temperature *t*-1 up today over there?","###speakera49.###wow, really recent.###speakerb50.###yeah.###but, uh, see, see what else can i say *t*-1 about the weather.###uh,, well, today was warmer.###it was like forty-five.###speakera51.###oh, warm.###speakerb52.","###speakera53.###oh, man,### it's got *-1 to be like, it's probably fifty, fifty-five, maybe.###speakerb54.###oh, really?###speakera55.###maybe not that warm.###probably about, uh,###yeah.### it's not, it's not that cold, really."
"314","129227:9","uh, how do i feel about it *t*-1?",0.0965,0.184027314906182,"uh, how do i feel about it *t*-1?","###speakerb6.###yeah.###speakera7.###speakerb8.###which *t*-1 is funny because i got called *-2 last night and the topic was, uh, something about juries.###speakera9.###oh, really?###speakerb10.###yeah,###so i am just hitting it right.","### i, i don't know.###well, i guess 0 it is right in certain cases.###uh,###speakera11.###yeah.###speakerb12.###becau-,###well, the one 0 i was just on *t*-1, i don't,###i was an alternate on the case,###so i don't know what *t*-1 was decided *-2."
"315","129237:18","what *t*-1 was decided *-2",0.143666666666667,0.294624054234092,"so i don't know what *t*-1 was decided *-2.","###uh, how do i feel about it *t*-1?### i, i don't know.###well, i guess 0 it is right in certain cases.###uh,###speakera11.###yeah.###speakerb12.###becau-,###well, the one 0 i was just on *t*-1, i don't,###i was an alternate on the case,","###speakera13.###right.###speakerb14.###they are probably still in deliberations on it.###speakera15.###uh-huh.###speakerb16.###but, uh, what i found *t*-1 out,### once, once i was declared *-1 an alternate and i was dismissed *-2, we met with the judge,###the two alternates did."
"316","129368:38","why they wouldn't bring in the new evidence from the other case *t*-1",0.143448275862069,0.277903835655288,"i guess 0 cases like that, i don't see why they wouldn't bring in the new evidence from the other case *t*-1.","###speakera61.###oh.###speakerb62.### it was, it was really pretty interesting.###speakera63.###wow.###what,###speakerb64.###educational.###speakera65.","###speakerb66.###well, they can't, they can, i think 0 *t*-2 in the punishment phase but not in the guilt or innocence because he hasn't been, he hasn't been found *-1 guilty of it.###speakera67.###okay.###speakerb68.###speakera69.###of that crime###speakerb70.###right.###speakera71."
"317","129435:6","but what is it worth *t*-1?",0.1055,0.248288351042005,"but what is it worth *t*-1?","###yeah,###but,###speakera89.###speakerb90.###but then you have *-1 to look at reality.###i mean, i think 0, you know, normally they, they may get out###so,###speakera91.###that's true.###speakerb92.","###i don't know.###speakera93.###uh-huh.###speakerb94.###personally i don't know which i would pick *t*-1 if i had a choice for myself.###speakera95.###that's true.###i mean, i don't know whether i'd stay in prison or not###or,###speakerb96."
"318","12948:22","how he won, uh, entertainer of the year for about, three or four years in a row *t*-1",0.0903333333333333,0.207605118090743,"and i never have figured out how he won, uh, entertainer of the year for about, three or four years in a row *t*-1.","###yeah,###speakerb153.###speakera154.###either alabama or hank williams, junior.###speakerb155.###oh, i, i've never cared for hank, williams, junior.###speakera156.###i never have *?* either,###speakerb157.###speakera158.","###speakerb159.###oh.###speakera160.###speakerb161.###oh, we, we watch those award shows too,###we enjoy *-1 watching the country and the grammies and stuff###but i just, i just don't care for him,###speakera162.###yeah.###speakerb163."
"319","129512:49","well, now, so if you were going *-1 to have a dinner party, what would you make *t*-2?",0.29,0.326892678916815,"well, now, so if you were going *-1 to have a dinner party, what would you make *t*-2?","###speakerb1.###now is it stacy?###speakera2.###angie.###speakerb3.###angie,###i'm sorry.###speakera4.###okay.###speakerb5.","###speakera6.###um, * let's see,###uh, i like seafood.###uh, * let's see,###uh, shrimp,###steamed she-, uh, shellfish with maybe herbs.###uh, spicy lobster with lem-, linguini.###speakerb7.###that sounds good.###speakera8."
"320","129525:28","now what is, uh, what is, uh, the steamed shellfish 0 you said *t*-1 *t*-2?",0.064,0.175060891661941,"now what is, uh, what is, uh, the steamed shellfish 0 you said *t*-1 *t*-2?","###uh, i like seafood.###uh, * let's see,###uh, shrimp,###steamed she-, uh, shellfish with maybe herbs.###uh, spicy lobster with lem-, linguini.###speakerb7.###that sounds good.###speakera8.###yeah.###speakerb9.","###speakera10.###uh-huh.###speakerb11.###and what would that be like *t*-1,###a clam or, uh,###speakera12.###right.###speakerb13.###okay.###speakera14."
"321","129529:6","and what would that be like *t*-1,",0.2175,0.3280223837035,"and what would that be like *t*-1,","###uh, spicy lobster with lem-, linguini.###speakerb7.###that sounds good.###speakera8.###yeah.###speakerb9.###now what is, uh, what is, uh, the steamed shellfish 0 you said *t*-1 *t*-2?###speakera10.###uh-huh.###speakerb11.","###a clam or, uh,###speakera12.###right.###speakerb13.###okay.###speakera14.###yeah.###uh, i think 0 hors d'oeuvres are good, too.###uh, and that way, you can have a variety. uh,###speakerb15."
"322","129540:79","so if you have a, a dinner party and you're going *-1 to serve, uh, seafood for supper, what type of, uh, hors d'oeuvres would you serve *t*-2 prior to the meal?",0.337142857142857,0.377306824163624,"so if you have a, a dinner party and you're going *-1 to serve, uh, seafood for supper, what type of, uh, hors d'oeuvres would you serve *t*-2 prior to the meal?","###a clam or, uh,###speakera12.###right.###speakerb13.###okay.###speakera14.###yeah.###uh, i think 0 hors d'oeuvres are good, too.###uh, and that way, you can have a variety. uh,###speakerb15.","###speakera16.###uh,###speakerb17.###like cheeses or fruits or vegetables or,###speakera18.###yeah,###fresh vegetables would be good###or, uh, just,###speakerb19.###probably not nachos and dip, huh?"
"323","129606:28","what we usually have *t*-1 for dessert",0.53875,0.443291174305773,"and then, uh, i don't know what we usually have *t*-1 for dessert.","###speakera40.###yeah.###speakerb41.###and then you just dip the cracker in the sauce with the clams and the cream cheese###and you have a real nice dip that *t*-1 goes good with a cocktail.###and then i like *-1 to barbecue, like steaks or pork chops.###and then we have, uh, s-, oh, lot of times we'll have baked potatoes *ich*-1 with them and a salad###speakera42.###uh-huh.###speakerb43.","###cake sometimes,###but, uh, that's what we would do *t*-1 for a dinner party, i guess 0 *t*-2.###speakera44.###that sounds good, too.###speakerb45.###but that's, i guess 0 when you talk about dinner party *t*-2, that's probably not, uh, that's more for like when friends come over *t*-1.###speakera46.###traditional###speakerb47.###speakera48."
"324","129702:16","what, what do you do *t*-1, now?",0.228,0.331481522863643,"what, what do you do *t*-1, now?","###speakerb2.###yes.###speakera3.###well, lots, right?###speakerb4.###right.###speakera5.###finally.###speakerb6.###really,","###speakera7.###well, we have saved our newspapers for years and years because the, uh, boy scouts 0 our boys have been involved *-2 in *t*-1 have, uh, had a huge recycling bin, over at resurrection lutheran church###speakerb8.###uh-huh.###speakera9.###speakerb10.###uh-huh.###speakera11.###speakerb12.###uh-huh."
"325","129841:25","what they could do more of *t*-1",0.336666666666667,0.407712993486192,"and, uh, i don't know what they could do more of *t*-1 exactly around here right now other than, uh,","###speakerb64.###speakera65.###that's right.###speakerb66.###speakera67.###yeah.###speakerb68.###speakera69.###yeah.###speakerb70.","###what are some of the things 0 they don't recycle *t*-1 *t*-2.###oh, one thing 0 i thought about *t*-1 the other day were batteries,###just everyday regular batteries. supposedly, you know, leak and, and contaminate the landfills###speakera71.###um.###speakerb72.###speakera73.###right.###speakerb74.###and, yet, what am i going *-1 to do *t*-4 when i have a couple double a batteries 0 * to toss *t*-2 out *t*-3."
"326","129842:4","what are some of the things 0 they don't recycle *t*-1 *t*-2.",0.3475,0.378429928158855,"what are some of the things 0 they don't recycle *t*-1 *t*-2.","###speakera65.###that's right.###speakerb66.###speakera67.###yeah.###speakerb68.###speakera69.###yeah.###speakerb70.###and, uh, i don't know what they could do more of *t*-1 exactly around here right now other than, uh,","###oh, one thing 0 i thought about *t*-1 the other day were batteries,###just everyday regular batteries. supposedly, you know, leak and, and contaminate the landfills###speakera71.###um.###speakerb72.###speakera73.###right.###speakerb74.###and, yet, what am i going *-1 to do *t*-4 when i have a couple double a batteries 0 * to toss *t*-2 out *t*-3.###speakera75."
"327","129851:13","and, yet, what am i going *-1 to do *t*-4 when i have a couple double a batteries 0 * to toss *t*-2 out *t*-3.",0.285294117647059,0.366676247646661,"and, yet, what am i going *-1 to do *t*-4 when i have a couple double a batteries 0 * to toss *t*-2 out *t*-3.","###and, uh, i don't know what they could do more of *t*-1 exactly around here right now other than, uh,###what are some of the things 0 they don't recycle *t*-1 *t*-2.###oh, one thing 0 i thought about *t*-1 the other day were batteries,###just everyday regular batteries. supposedly, you know, leak and, and contaminate the landfills###speakera71.###um.###speakerb72.###speakera73.###right.###speakerb74.","###speakera75.###yeah,###right.###speakerb76.###and they don't take,###speakera77.###* probably going *-1 to throw them in your trash.###speakerb78.###yeah,###that's what *t*-1 happens"
"328","129899:31","why, what that was reading it for *t*-1",0.193846153846154,0.330527783075214,"so i don't know why, what that was reading it for *t*-1","###uh-huh.###speakera89.###and one thing 0 i thought 0 *t*-1 was interesting was that the driver had something on his belt that he, uh, scanned *t*-2 across the little bar code on our bin as soon as he took the stuff###speakerb90.###oh.###speakera91.###speakerb92.###oh, is that right?###speakera93.###and he just pulled this thing kind of out of his pocket and just, you know, scanned it,","###speakerb94.###huh.###speakera95.###but, uh###speakerb96.###* registering our garbage.###speakera97.###they must be trying *-1 to keep track of, you know, who *t*-2 is doing it, or what, i guess 0 *t*-3.###speakerb98.###yeah."
"329","129975:18","but, i mean, what would somebody do *t*-1 with them.",0.282631578947368,0.349791082175619,"but, i mean, what would somebody do *t*-1 with them.","###they paid for those things anyway.###speakera123.###oh, and they must be, yeah, really expensive.###speakerb124.###or, our taxes do.###speakera125.###i mean, of course, we were hoping 0 we weren't, we weren't going *-1 to have *-2 to pay for it, you know###speakerb126.###uh-huh.###speakera127.","###speakera1.###so, how do you feel about capital punishment *t*-1?###speakerb2.###well, i, i'm not really certain how i, uh, i'm not certain that, that it does a lot of good. i mean, that it ends up, ends up *-2 effectively, uh, uh, uh, avoiding a lot of the crimes that *t*-1 have capital punishment penalties.###speakera3.###right,###you don't think,###speakerb4.###yet, on the other hand, uh, i don't know,###i mean, there is things that"
"330","130090:16","where, where are you calling from *t*-1?",0.0225,0.0914718823636963,"where, where are you calling from *t*-1?","###speakerb36.### w-, w-,###speakera37.###in dallas?###speakerb38.###no,###i'm in austin.###speakera39.###oh, really?###speakerb40.","###speakera41.###uh, right now i'm in utah,###but i'm from plano, texas.###speakerb42.###oh, i see,###uh-huh.###speakera43.###so, uh, uh, what are the laws like *t*-1 in texas?###speakerb44.### it's, texas is, has, is one of the, one of the s-,"
"331","130294:4","what's everybody drive *t*-1 up there?",0.265,0.337334754868373,"what's everybody drive *t*-1 up there?","###right.###speakerb38.###i don't plan on *-1 buying a car for many, many years###so,###speakera39.###right,###yeah.###speakerb40.###i have *-1 to make this one last as long as i can *?*.###speakera41.","###speakerb42.###uh, in kenosha?.###speakera43.###i mean in wisconsin, they drive them little four wheelers or four wheel drive###speakerb44.###oh, it just is,###speakera45.###or, do you all need four wheel drives up there because of snow and everything?###speakerb46.###yeah,"
"332","130374:4","what's your favorite color *t*-1?",0.125555555555556,0.257869602757176,"what's your favorite color *t*-1?","###but, um, so what, what is your dream car *t*-1?###speakerb68.###uh, i haven't really thought about it.###i'm not too big on cars.###i mean, i don't know the names and stuff,###but if i were *-1 to go to a car lot and like look at them i would pick out one that *t*-2, you know looked really nice.###speakera69.###uh-huh.###speakerb70.###speakera71.","###speakerb72.###uh, for a car?###speakera73.###yeah.###speakerb74.###probably blue. like if it, you know, was just an average, middle class car.###speakera75.###blue?###speakerb76.###but if i were *-1 to get a sports car, maybe white or red."
"333","130494:17","what it was like *t*-1",0.241034482758621,0.351520623532209,"i was just wondering what it was like *t*-1.","###have you ever been to, uh, like new mexico?###speakerb10.###uh, no, actually.###speakera11.###oh.###speakerb12.###why,###have you *?*?###speakera13.###i was curious.","###speakerb14.###oh, okay.###no, uh,###i have been to europe once and to haiti and, uh,###speakera15.###tahiti?###speakerb16.###yeah.###speakera17.###tahiti,"
"334","130541:4","what did you do *t*-1 on the farm?",0.232222222222222,0.327316280854494,"what did you do *t*-1 on the farm?","###that turned out *-1 to be a really good experience for me.###speakera29.###so, what did you do *t*-1 when you were in europe *t*-2?###speakerb30.###uh, well, see, i went there when i was in high school *t*-1, actually###speakera31.###uh-huh.###speakerb32.###and i mostly went to germany and visited some friends of my family and, uh, hung out with them, worked a bit on one of their farms and also went to a youth camp.###speakera33.","###speakerb34.###uh, uh, uh, well, not that much.###just, uh,###speakera35.###are you just kind of sight, just kind of, uh,###speakerb36.###right,###i mean, i wasn't a great asset to them or anything.###speakera37.###speakerb38."
"335","130597:14","and, uh, what else are you planning *-1 to do *t*-2, if anything?",0.4575,0.446682213659779,"and, uh, what else are you planning *-1 to do *t*-2, if anything?","###speakerb52.###a what?###speakera53.###cooking class, you know,###french cooking.###speakerb54.###oh, great.###speakera55.###yeah.###speakerb56.","###speakera57.###museums, you know,###* go to museums and,###speakerb58.###uh-huh.###yeah, um,###speakera59.###do you go to museums in europe?###speakerb60.###uh, actually, no,"
"336","130642:4","where have you gone *t*-1 first?",0.0725,0.150398593218505,"where have you gone *t*-1 first?","###speakera69.###no.###speakerb70.###okay.###speakera71.###speakerb72.###well, uh, well,###speakera73.###i'm wanting *-1 to go there.###speakerb74.","###speakera75.###oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.###speakerb76.###yeah,###i mean,###speakera77.###uh,###speakerb1.###well, do you do any recycling?###speakera2."
"337","130644:22","oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",0.148235294117647,0.294602174425904,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","###speakerb70.###okay.###speakera71.###speakerb72.###well, uh, well,###speakera73.###i'm wanting *-1 to go there.###speakerb74.###where have you gone *t*-1 first?###speakera75.","###speakerb76.###yeah,###i mean,###speakera77.###uh,###speakerb1.###well, do you do any recycling?###speakera2.###uh, we do here.###uh, see, what do we recycle *t*-1?"
"338","130654:14","uh, see, what do we recycle *t*-1?",0.228947368421053,0.327514117369043,"uh, see, what do we recycle *t*-1?","###oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.###speakerb76.###yeah,###i mean,###speakera77.###uh,###speakerb1.###well, do you do any recycling?###speakera2.###uh, we do here.","### we, they recycle,###they have bins###speakerb3.###yeah.###speakera4.###and they also have centers where you can take aluminum cans and, uh, plastic bottles *t*-1###and i think 0 that's all 0 they have *t*-1.###speakerb5.###oh.###speakera6."
"339","131071:18","what *t*-1 happened",0.204333333333333,0.328913397398929,"and i'm not sure what *t*-1 happened,","###uh-huh.###speakerb84.### i, where i live *t*-1 is a house that *t*-2's seventeen years old when i bought it *t*-3.###speakera85.###speakerb86.###and we bought it from someone who *t*-1 was in it,###but before they had it, i found out after i had been in the house, it, it had sat * empty for the better part of a year.###speakera87.###uh-huh.###speakerb88.","###but i do know 0 the folks that we bought it from *t*-1 had done virtually no maintenance for, for about four years.###speakera89.###oh, no.###speakerb90.### i, i, i found a lot of things,###but,###speakera1.###we're set.###speakerb2.###okay."
"340","131083:4","what changes do you feel 0 *t*-1 have happened?",0.111904761904762,0.237836478438844,"what changes do you feel 0 *t*-1 have happened?","###speakera89.###oh, no.###speakerb90.### i, i, i found a lot of things,###but,###speakera1.###we're set.###speakerb2.###okay.###speakera3.","###speakerb4.###oh, i guess 0 the first thing has been the, uh, for the right, for women to vote.###i think 0 that *ich*-1 has been a major change and also the fact that, uh, there are so mu-, many more women *ich*-2 in the work force nowadays than there were *?*###and that's probably going *-1 to increase. you know.###speakera5.###right.###speakerb6.###speakera7.###* increases each year, doesn't it?###speakerb8."
"341","131190:4","what do you see, uh, *t*-1 changing in the future?",0.363333333333333,0.381837661840736,"what do you see, uh, *t*-1 changing in the future?","###you do.###you have *-1 to save all your vacation time###and that's usually how it's, uh, happened *t*-1,###speakerb48.###yeah.###speakera49.###but, uh,###speakerb50.###uh-huh.###speakera51.","###speakerb52.###i think that we're probably going *-1 to see a lot more companies, uh, run * by females.###speakera53.###right,### and, and top level.###speakerb54.###and we'll prob-,###speakera55.###speakerb56.###i'm sorry?"
"342","131468:4","how did they end up so far away *t*-1?",0.198888888888889,0.328380856518928,"how did they end up so far away *t*-1?","###uh, you know, well, we're talking like north texas.###speakera57.###uh-huh.###speakerb58.###and then, one is in vermont, uh, montpe-, mont-, montpelier montpelier, vermont###speakera59.###golly.###speakerb60.###and the other one is in everett, washington.###speakera61.","###speakerb62.###well, that is, that's, the, the, my little pair. and my second marriage.###speakera63.###uh-huh.###speakerb64.###uh, and, uh,###speakera65.###those are the youngest ones?###speakerb66.###yeah,"
"343","131588:11","what we're wanting *-1 to, to, uh, study *t*-2",0.168,0.261209388858031,"we know what we're wanting *-1 to, to, uh, study *t*-2","###speakera109.###i mean, i don't know why i even went to college when i was seventeen *t*-2 *t*-1.###speakerb110.###yeah,###it was,###speakera111.###it was a complete waste of money.###speakerb112.###yeah,###settle down,","###and, uh we know our limitations.###speakera113.###right,###right.###we,###speakerb114.###speakera115.###right###and, uh,###speakerb116."
"344","131614:11","what we can do *t*-1",0.160357142857143,0.315952201528639,"we know what we can do *t*-1.","###we don't go out *-1 drinking beer till three and try *-1 to go to class in the morning.###speakerb120.###at seven,###yeah.###speakera121.### we're past, yeah, we're past that age.###speakerb122.###yes,### we're, we're smarter now.###speakera123.","###speakerb124.###yeah,###right,###uh, so * let's see.###so mine i don't spend a whole lot of time because they're not here.###speakera125.###uh-huh.###speakerb126.###and so the second question, * forgot what the second question,###speakera127."
"345","13191:16","when, when would people do it *t*-1,",0.581666666666667,0.388848223830932,"when, when would people do it *t*-1,","###and i think 0 they've gotten a lot out of it.###speakera5.###well, are you doing any kind of volunteer work now?###speakerb6.###not right now,###but i have done, uh, red clo-, cross work###and, uh, i've taught c p r training###a-,###speakera7.###what about,","###when they finished high school *t*-1?###speakerb8.###i think 0 probably as soon as they finished high school it would be ideal, because a lot of times, i-, if they go straight into college i think 0 they're going in too quick###but,###speakera9.###i think particular boys that the maturity,###in fact i wasn't very mature when i left high school *t*-1###and i think 0 there's a, there's a real challenge there.###there's also this, this issue of, of, uh, you know, whether you're really ready,###and i think 0 it gives a different perspective."
"346","131917:4","what do you have *t*-1?",0.116111111111111,0.265886727073743,"what do you have *t*-1?","###well, i, uh,###couple of them,###i, at the moment, use an a s t two eighty-six###and i got a leading edge###and i got a american one and had a i b m one,###but###speakerb3.### my, my,###just a couple.###speakera4.","###speakerb5.###uh, i've got an omega###and i've got a, uh, generic three eighty, or four eighty-six machine.###speakera6.###oh, yeah?###speakerb7.###yeah,###it's very, very generic.###speakera8.###what did you do *t*-1,"
"347","131942:4","what do you use it for *t*-1?",0.1325,0.227171007539841,"what do you use it for *t*-1?","###and now, now it's, now it's a fast machine.###speakera10.###well, that's,###speakerb11.###speakera12.###yeah.###speakerb13.###that's all 0 i got *t*-1 0 * to say *t*-2 for it.###speakera14.###yeah.","###speakerb15.###huh?###speakera16.###what do you use it for *t*-1?###speakerb17.###uh, work,###uh, i'm a contract programmer.###speakera18.###oh, yeah?###what kind of programs do you,"
"348","131946:4","what do you use it for *t*-1?",0.1215,0.202387720659343,"what do you use it for *t*-1?","###speakera12.###yeah.###speakerb13.###that's all 0 i got *t*-1 0 * to say *t*-2 for it.###speakera14.###yeah.###what do you use it for *t*-1?###speakerb15.###huh?###speakera16.","###speakerb17.###uh, work,###uh, i'm a contract programmer.###speakera18.###oh, yeah?###what kind of programs do you,###speakerb19.###uh, anything.###speakera20.###okay,"
"349","132062:11","where you mean *t*-1",0.2116,0.387122719560607,"i know where you mean *t*-1.","###and there is a little bitty mall that *t*-1 looks kind of like, or, strip kind of center.###speakera66.###in richardson there.###speakerb67.###huh?###speakera68.###in richardson?###speakerb69.###uh-huh.###speakera70.","###there is a mobil and all that kind of s-, uh, on that one corner,###that's about lookout there, i think, isn't it *?*.###speakerb71.###right,### it's, it's, it's just south of there.###speakera72.###yeah.###speakerb73.###it's a little place, 0 *t*-1 looks like a castle.###speakera74."
"350","132156:4","what do you think *t*-1 about, uh, the self insurance business?",0.320555555555556,0.393677566218588,"what do you think *t*-1 about, uh, the self insurance business?","###yeah,### it, when it comes on the manufacturing floor *t*-1 it's about ten bucks.###speakera104.###i'll be darned.###speakerb105.###yeah.###speakera106.###huh, well,###speakera1.###okay,","###speakerb2.###well, i watched something on t v *ich*-1 a couple of months ago by, uh, general, ex, uh, surgeon general koop.###speakera3.###uh-huh.###speakerb4.###and he talked about canada's system###and it appears *-1 to work fine for the normal colds and things like that,###but the expensive stuff, heart, uh, operations and things, they have a managed scarcity.###and they said that in canada, there were as many heart, uh, trauma centers as there is *?* in san francisco.###so in one city of, in america, there's as many, uh, hospitals that *t*-1 are equipped *-2 to do hosp-, uh, heart operations as in the entire area of canada,"
"351","132169:36","what you're saying *t*-1",0.115333333333333,0.223726022923873,"well, i, uh, i understand what you're saying *t*-1,","###speakera3.###uh-huh.###speakerb4.###and he talked about canada's system###and it appears *-1 to work fine for the normal colds and things like that,###but the expensive stuff, heart, uh, operations and things, they have a managed scarcity.###and they said that in canada, there were as many heart, uh, trauma centers as there is *?* in san francisco.###so in one city of, in america, there's as many, uh, hospitals that *t*-1 are equipped *-2 to do hosp-, uh, heart operations as in the entire area of canada,###and that's kind of spooky.###speakera5.","###and there's probably some truth to that.###i think that, uh, generally i don't welcome added government responsibilities.###however, when a, anybody can't police their own profession *t*-1, it eventually leads to that,###and i think the costs and the, uh, the way 0 the medical profession has, every year###i, *-1 being in my own business, uh,###in the last six years, every year there's been at least minimum twenty-five percent increase in health insurance costs,###and i think eventually 0 the number of people that *t*-1 can afford health insurance, as, as it is now getting squeezed *-2 and squeezed *-2 tighter.###speakerb6.###uh-huh.###speakera7."
"352","13236:60","what, what would, what would you find, what would you have them do *t*-1?",0.252,0.406054183576527,"what, what would, what would you find, what would you have them do *t*-1?","###as to if,### if there was, if there was mandatory, you could choose the option of either a mandatory military service or voluntary,###do you think 0 that would be reasonable?###speakerb18.###i think 0 it would *?*.### in, in israel, the, even the women are, are required *-1 to, to be in the military for a certain period of time.###uh, i was in the military,###and i personally feel if, if they have draf-, the draft, that they should draft women as quickly as they do the men.###speakera19.###well, but, the, the issue of, of, of, which,","###you know there are a lot of people around with,###there's a lot of unemployment right now.###what would you have these people do *t*-2 if they were brought in *-1?###speakerb20.###what,###into the service?###speakera21.###well, yeah.###speakerb22.###or,"
"353","13239:4","what would you have these people do *t*-2 if they were brought in *-1?",0.232352941176471,0.27291320533653,"what would you have these people do *t*-2 if they were brought in *-1?","###speakerb18.###i think 0 it would *?*.### in, in israel, the, even the women are, are required *-1 to, to be in the military for a certain period of time.###uh, i was in the military,###and i personally feel if, if they have draf-, the draft, that they should draft women as quickly as they do the men.###speakera19.###well, but, the, the issue of, of, of, which,### what, what would, what would you find, what would you have them do *t*-1?###you know there are a lot of people around with,###there's a lot of unemployment right now.","###speakerb20.###what,###into the service?###speakera21.###well, yeah.###speakerb22.###or,###speakera23.###or * say, say 0 the volunteer,###* say that, say that it was mandatory."
"354","132641:45","where they want *-2 to go *t*-4",0.151153846153846,0.213697485676868,"so that's a lot of the games that politicians play *t*-1 on where they want *-2 to go *t*-4, you know, *-3 tax things that they don't, you know, to a degree,","###right.###speakera31.###speakerb32.###right.###speakera33.###now, i don't know if that's true or not,###but if you look on all interest things, not just credit cards, but on your cars and, you know, a-, any kind of interest that you're paying *t*-1, from a personal point of view, that might make certain sense in * stimulating consumer purchasers.###speakerb34.###sure.###speakera35.","###well, like booze, you know, example, they keep *-1 raising the taxes on booze,###it gets to the point, you know, 0 it makes drunks sober *t*-1, you know.###they quit *-1 buying it.###speakerb36.###well, what, what about the taxes on cigarettes?###speakera1.###what are you guys having *t*-1 for christmas?###speakerb2.###what are we having *t*-1?###* let's see."
"355","132650:4","what are we having *t*-1?",0.190588235294118,0.300779624231664,"what are we having *t*-1?","###speakera35.###so that's a lot of the games that politicians play *t*-1 on where they want *-2 to go *t*-4, you know, *-3 tax things that they don't, you know, to a degree,###well, like booze, you know, example, they keep *-1 raising the taxes on booze,###it gets to the point, you know, 0 it makes drunks sober *t*-1, you know.###they quit *-1 buying it.###speakerb36.###well, what, what about the taxes on cigarettes?###speakera1.###what are you guys having *t*-1 for christmas?###speakerb2.","###* let's see.###well, i'm not planning the menu.###speakera3.###oh, you're not *?*.###speakerb4.###no.###we usually go out to ei-, either one of our folks,###they both live close to###speakera5.###yeah."
